ID,Season,Player Name,Role,Status,Base Price
2022AUSP345,2022,Ravi Chauhan,All-Rounder,UNSOLD,20
2022AUSP346,2022,Shafiqullah Ghafari,All-Rounder,UNSOLD,20
2022AUSP347,2022,M. Mohammed,All-Rounder,UNSOLD,20
2022AUSP348,2022,Pulkit Narang,All-Rounder,UNSOLD,20
2022AUSP349,2022,Pradosh Paul,All-Rounder,UNSOLD,20
2022AUSP350,2022,Pushpendra Singh Rathore,All-Rounder,UNSOLD,20
2022AUSP351,2022,Jason Sangha,All-Rounder,UNSOLD,20
2022AUSP352,2022,Purnank Tyagi,All-Rounder,UNSOLD,20
2022AUSP353,2022,Samarth Vyas,All-Rounder,UNSOLD,20
2022AUSP354,2022,Duan Jansen,All-Rounder,UNSOLD,20
2022AUSP355,2022,Dev Lakra,All-Rounder,UNSOLD,20
2022AUSP356,2022,Ajay Mandal,All-Rounder,UNSOLD,20
2022AUSP357,2022,Lakhan Raja,All-Rounder,UNSOLD,20
2022AUSP358,2022,Girinath Reddy,All-Rounder,UNSOLD,20
2022AUSP359,2022,Siddhant Sharma,All-Rounder,UNSOLD,20
2022AUSP360,2022,Matthew Short,All-Rounder,UNSOLD,20
2022AUSP361,2022,Saurin Thakar,All-Rounder,UNSOLD,20
2022AUSP362,2022,Nyeem Young,All-Rounder,UNSOLD,20
2022AUSP363,2022,Yuvraj Chaudhary,All-Rounder,UNSOLD,20
2022AUSP364,2022,Khizar Dafedar,All-Rounder,UNSOLD,20
2022AUSP365,2022,Sahil Dhiwan,All-Rounder,UNSOLD,20
2022AUSP366,2022,Arjit Gupta,All-Rounder,UNSOLD,20
2022AUSP367,2022,Mickil Jaiswal,All-Rounder,UNSOLD,20
2022AUSP368,2022,Ryan John,All-Rounder,UNSOLD,20
2022AUSP369,2022,J. Kousik,All-Rounder,UNSOLD,20
2022AUSP370,2022,Jitender Pal,All-Rounder,UNSOLD,20
2022AUSP371,2022,Jonty Sidhu,All-Rounder,UNSOLD,20
2022AUSP372,2022,Yashovardhan Singh,All-Rounder,UNSOLD,20
2022AUSP373,2022,Beyers Swanepoel,All-Rounder,UNSOLD,20
2022AUSP374,2022,Pranshu Vijayran,All-Rounder,UNSOLD,20
2022AUSP375,2022,Ishan Afridi,All-Rounder,UNSOLD,20
2022AUSP376,2022,Mohammed Afridi,All-Rounder,UNSOLD,20
2022AUSP377,2022,Prerit Agrawal,All-Rounder,UNSOLD,20
2022AUSP378,2022,Aidan Cahill,All-Rounder,UNSOLD,20
2022AUSP379,2022,Mark Deyal,All-Rounder,UNSOLD,20
2022AUSP380,2022,Nidhish Rajagopal,All-Rounder,UNSOLD,20
2022AUSP381,2022,Bavanaka Sandeep,All-Rounder,UNSOLD,20
2022AUSP382,2022,Safyaan Sharif,All-Rounder,UNSOLD,20
2022AUSP383,2022,Henry Shipley,All-Rounder,UNSOLD,20
2022AUSP384,2022,Maxwell Swaminathan,All-Rounder,UNSOLD,20
2022AUSP385,2022,Johan Van Dyk,All-Rounder,UNSOLD,20
2022AUSP386,2022,Dunith Wellalage,All-Rounder,UNSOLD,20
2022AUSP387,2022,Agnivesh Ayachi,All-Rounder,UNSOLD,20
2022AUSP388,2022,Aaron Hardie,All-Rounder,UNSOLD,20
2022AUSP389,2022,Lance Morris,Bowler,UNSOLD,20
2022AUSP390,2022,Nivethan Radhakrishnan,All-Rounder,UNSOLD,20
2022AUSP391,2022,Rohan Rana,All-Rounder,UNSOLD,20
2022AUSP392,2022,K Nitish Reddy,Batsman,UNSOLD,20
2022AUSP393,2022,Hardik Tamore,Wicket Keeper,UNSOLD,20
2022AUSP394,2022,Mihir Hirwani,Bowler,UNSOLD,20
2022AUSP395,2022,Sairaj Patil,All-Rounder,UNSOLD,20
2022AUSP396,2022,Monu Singh,Bowler,UNSOLD,20
